deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
32,,"The Chief Promises of God unto Man (God's Promises)","Gods God",1577,1577,1538,1538,1547,"Single-Play Playbook",None,22b,1306,,2,2,,Q2,"2 quartos",16,,,,,,Yes,,Yes,Yes,,,,Quarto,,"A TRAGEDIE OR <i>Enterlude, manifesting the chiefe</i> promises of God vnto man, by all ages in the olde  Lawe, from the fall of Adam to the Incarnation of the Lorde Iesus Christe. ... Iohn.I. <i>In the </i>w<i>orlde (which no</i>w<i>e is Christ the eternall sonne of God) was life from the beginning, and that life was the lyght of men. The lyght yet shineth in the darknesse, but the darknesse comprehendeth it not.</i>","Compyled by Iohn Bale.  An. Do. 1538.","<i>Interlocutores</i>. [in double columns between pointed brackets] Pater cælestis.  Adam primus homo. | Iustus Noah.  Abraham fidelis. | Moises sanctus.  Dauid Rexpius. | Esaias Propheta.  Iohannes Baptista.",,"And now fyrst Imprinted.  1577. ... Imprinted at London by Iohn Charlewoode, for Stephen Peele. and are to be solde at his shoppe in Roode Lane.  1577.","Thus endeth this Tragedie or Enterlude, manifestinge the cheefe promices of God vnto man, by all ages in the olde lawe, from the fall of Adam, to the incarnation of the Lord Iesus Christ. <i>Compiled by Iohn Bale. Anno Dom.</i> 1<i>538.</i> [D4v]",,,,,,,,"on title page [A1r]",,,"A tragedy or interlude manifesting the chief promises of God unto man by all ages in the old law from the fall of adam to the incarnation of the lord jesus Christ compiled by john bale An. Do. 1538 and now first imprinted 1577. John 1 in the world (which now is Christ the eternal son of God) was life from the beginning and that life was the light of men. the light yet shineth in the darkness, but the darkness comprehendeth it not. interlocutors. pater caelestis. adam primus homo. Iustus noah. Abraham fidelis. Moses sanctus. david rexpius. esaias propheta. Iohannas baptista. imprinted at London by john charlewoode for Stephen peele and are to be sold at his shop in rood lane. 1577.",Interlude,"Bale, John","Anti-Catholic Mystery",,"Charlewood, John","Peele, Stephen",,,,"P.7 (Leadenhall - Rood Lane)"
33,,"The Temptation of Our Lord and Savior Christ by Satan",saviour,1547,[1547?],1538,1538,1547,"Single-Play Playbook",None,23a,1279,,1,1,,Q1,"1 quarto","9 (?) [imperfect copy]","Woodcut of Matthew on title page, writing in a book, with an angel holding an inkwell. ",,,,,Yes,,Yes,Yes,,,,Quarto,"Although the play is complete (π1 D-E<sup>4</sup>), only a portion of the book is preserved; presumably eleven leaves are missing, which may have contained another play. Greg calls the title-page woodcut an ornament (<i>Bibliography</i>, 1:98), but Ruth Samson Luborsky and Elizabeth Morley Ingram describe it as an illustration in <i>A Guide to English Illustrated Books, 1536-1603</i> (Tempe: Medieval & Renaissance Texts & Studies, 1998), 1:47. ","A brefe Comedy or enterlude concernynge the temptacyon of our lorde and sauer Iesus Christ, by Sathan in the desart. ... Iesus was led from thens of the sprete into the wyldernes, to be tempted of the deuyll. And whan he had fasted fourty dayes and fourty nyghtes, he was at last an hungered. Mathei iiij.","Compyled by Iohan Bale, Anno M. D. XXXVIII.","[in single column, centered above others] Interlocutores. [in double columns] Iesus Christus.  Satan tentator. | Angelus primus.  Angelus alter. [in single column, centered below others] Baleus Prolocutor.",,,"Thus endeth thys brefe Comedy concernynge the temptacyon of Iesus Christ in the wyldernes. Compyled by Iohan Bale, Anno M. D. XXXVIII. [E4v]",,,,,,,,"on title page [A1r]",,,"A brief comedy or interlude concerning the temptation of our lord and savior jesus christ by satan in the desert. compiled by john bale anno MDXXXVIII jesus was led from thence of the spirit into the wilderness to be tempted of the devil and when he had fasted forty days and forty nights he was at last an hungered mathei IIII interlocutores iesus christus satan tentator angelus primus angelus alter baleus prolocutor",Interlude,"Bale, John","Anti-Catholic Mystery",,"Straten, Derick van der",,,,,
34,,"The Three Laws of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists",,1548,[1548?],1538,"1538 [revised c.1547 and 1562]",1548,"Single-Play Playbook",None,24a,1287,,1,1,,Oc1,"1 octavo, 1 quarto",52,"Woodcut title page of Adam and Eve with the serpent in the Garden of Eden, with lettepress compartment for title",,,,,Yes,,Yes,,,"Notes on how ""Into fyue personages maye the partes of thys Comedy be deuyded"" [G1v]; notes on ""the aparellynge of the six vyces, or frutes of Infydeltye"" [G1v]; woodcut portrait of the author [G2r]; ""A songe vpon Benedictus Compyled by Iohan Bale"" [G2v]; ""The commaundementes breuelye"" [G4r]","c. Aug, 1562: Entered to Thomas Colwell: ""a Comyde or interlude of m<sup>r</sup> Iohn Bale"".",Octavo,,"A Comedy concernynge thre lawes, of nature Moses, & Christ, corrupted by the Sodomytes. Pharysees and Papystes.","Compyled by Iohan Bale. Anno M. D. XXXVIII.",,,,"Thus endeth thys Comedy concernynge thre lawes, of Nature, Moses, and Christ, corrupted by the Sodomytes, Pharisees & papystes most wycked. Compyled by Iohan Bale. [G4r]","Anno M<sup>.</sup> D. XXXVIII, and lately inprented per Nicolaum Bamburgensem [G4r]",,,,,,,"""Interlocutores"" [A1v]",,,"A comedy concerning three laws of nature moses and christ corrupted by the sodomites pharisees and papists compiled by john bale anno MDXXXVIII",Interlude,"Bale, John","Anti-Catholic Moral",,"Straten, Derick van der",,,,,
35,,"The Three Laws of Nature, Moses, and Christ, Corrupted by the Sodomites, Pharisees, and Papists",,1562,1562,1538,"1538 [revised c.1547 and 1562]",1548,"Single-Play Playbook",None,24b,1288,,2,2,,Q1,"1 octavo, 1 quarto",44,,,,,,Yes,,Yes,Yes,,"Notes on how ""Into fyue personages maye the partes of thys Comedy be deuyded"" [A1v]; notes on ""the aparellynge of the six vyces, or frutes of Infydeltye"" [A1v]; ""The ten comaundementes bryefelye"" [L1v]; ""A songe vpon Benedictus: Compyled by Iohn Bale"" [L2r]","c. Aug, 1562: Entered to Thomas Colwell: ""a Comyde or interlude of m<sup>r</sup> Iohn Bale"".",Quarto,,"A NEWE Comedy or Enterlude/ concernyng thre lawes, of  Nature, Moises, and Christe, corrupted by the Sodomytes, Pharysies, and Papistes:","Compyled by Iohn Bale:","The Players names. [in double columns] Deus Pater,  Nature lex. | Moseh lex.  Christi lex. | Infidelitas,  vel Euangelium, | Idolatria,  Sodomismus | Ambitio,  Auaricia, | Pseudodoctrina,  Hypocrisis. | Uindicta Dei,  Fides Christiana. [in single column, centered below others] Baleus Prolocutor.",,"and nowe newly Imprynted. The yere of our Lord, M, D, LXII,","THVS ENDETH this Comedye, concernynge thre Lawes, of Nature, Moyses, and Christ, corrupted by the Sodomytes, Pharysies, and Papistes most wicked. Compyled by Iohn Bale. [L3r]","IMPRYNTED AT London/ in S. brydes Churchyarde, ouer agaynste the North Doore of the Churche, by Thomas Colwell. Anno Domini .M.D.LXII. vi. Die Nouembris. [L3v]",,,,,,,"on title page [A1r]",,,"A new comedy or interlude concerning three laws of nature moses and christ corrupted by the sodomites pharisees and papists compiled by john bale and now newly imprinted. The year of our lord MDLXII the players' names deus pater nature lex moseh lex christi lex infidelitas vel evangelium idolatria sodomismus ambitio avaricia pseudodoctrina hypocrisis vindicta dei fides christiana baleus prolocutor",Interlude,"Bale, John","Anti-Catholic Moral",,"Colwell, Thomas",,,,,"W.4 (Fleet St. - St. Bride's Church)"
36,,"Somebody, Avarice, and Minister (Somebody and Others, or The Spoiling of Lady Verity)",,1551,[1551?],1550,"1550 [1547-1550(?)]",1551,"Single-Play Playbook",None,25a,14109.3,,1,1,,Q1,"1 quarto","[imperfect copy]",,,,,,,,Yes,,,,,Quarto,"Imperfect copy: survives in two leaves only. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to ""1551?"" (Appendix K, 2:1048).","[no title page]",,,,,,,,,,,,,,,,,Interlude,Anonymous,"Anti-Catholic Moral",,"Copland, William (?)",,,,,
37,,"Johan the Evangelist",John,1550,[c.1550],1520,"1520 [c.1520-c.1557]",1550,"Single-Play Playbook",None,26a,14643,,1,1,,Q1,"1 quarto",12,"Woodcut of haloed evangelist on title page",,,,,,,Yes,,,,,Quarto,"In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1048).","Here begynneth the enterlude of Iohan the Euangelyst.",,,,,"Thus endeth the Enterlude of faynt Iohan the Euangelyste. [C4r]","Imprynted at London in Foster laene by Iohñ Waley. [C4r]",,,,,,,,,,"Here beginneth the interlude of john the evangelist",Interlude,Anonymous,"Moral Interlude",,[unknown],"Walley, John",,,,"G.3 (Aldersgate Within - Foster Lane)"
38,,"Interlude of Detraction, Light Judgment, Verity, and Justice",Enterlude,1550,[c.1550],1550,[c.1550],1550,"Single-Play Playbook",None,"not in Greg",14109.2,,1,1,,Q1,"1 quarto","[imperfect copy]",,,,,,,,,,,,,Quarto,"This edition is not in Greg. Imperfect copy: survives in only five fragments composing most of leaves E1 and E3. ","[no title page]",,,,,,,,,,,,,,,,,Interlude,Anonymous,"not in Annals",,[unknown],,,,,
39,,"Wealth and Health",,1565,[1565?],1554,"1554 [1553-c.1555]",1565,"Single-Play Playbook",None,27a,14110,,1,1,,Q1,"1 quarto",16,,,,,,Yes,,Yes,,,,"c. Aug-Sep, 1557: Entered to John Walley: ""these bokes Called Welth and helthe"".",Quarto,,"An enterlude of Welth, and Helth, very mery and full of Pastyme,",,"The Names of the players. [in triple columns] Welth.  Ilwyll.   Hance. | Helth,  Shrowdwyt.  Remedy | Lybertie. [in single column, centered below others] Foure may easely play this Playe. [<i>var</i>.: ""foure""]",,"newly at this tyme Imprinted. [<i>var</i>.: ""att his""]",,,,,,,,,"on title page [A1r]",,,"An interlude of wealth and health very merry and full of pastime newly at this time imprinted. The names of the players wealth ill will hance health shrewd wit remedy liberty four may easily play this play",Interlude,Anonymous,"Moral Interlude",,"Copland, William",,,,,
40,,Troas,,1559,1559,1559,1559,1559,"Single-Play Playbook",None,28a,22227,,1,1,,Oc1,"3 octavos, 1 quarto in collection",44,,Yes,,Yes,Yes,Yes,,Yes,,,,"c. Jan 14, 1559: Entered to Richard Tottell: ""a treat<i>es</i> of senaca"".",Octavo,,"<i>THE SIXT  TRAGEdie</i> ... entituled Troas, with diuers and sundrye addicions to the same. ","<i>of the most graue and prudent</i> author Lucius, Anneus, Seneca, ... Newly set forth in Englyshe by Iasper Heywood studient in Oxenforde.",,,"Anno domini. 1559. <i>Cum priuilegio ad imprimendum solum</i>.",,"Imprinted at London in Fletestrete within Temple barre, at the signe of the hand and starre, by Richard Tottyll. <i>Cum priuilegio ad imprimendum solum</i>. [F3v] ","""The epistle"" <i>to</i>: Elizabeth I, Queen; <i>from</i>: Jasper Heywood [A2r]",,"""The preface"" ""To the Readers"" [A3v]",,,,"""The speakers in this tragedie"" [A6v]",,"""The preface to the tragedie"" (prologue or argument) [A5r]","The sixth tragedy of the most grave and prudent author lucius annaeus seneca entitled troas with divers and sundry additions to the same newly set forth in english by jasper heywood student in oxford. Anno domini 1559 cum privilegio ad imprimendum solum","Closet Translation","Heywood, Jasper; Seneca",Tragedy,,"Tottell, Richard",,,,,"W.13 (Fleet St. - Middle Temple)"
41,,Troas,,1559,1559,1559,1559,1559,"Single-Play Playbook",None,28b,22227a,,2,2,,Oc2,"3 octavos, 1 quarto in collection",44,,Yes,,Yes,Yes,Yes,,Yes,,,,"c. Jan 14, 1559: Entered to Richard Tottell: ""a treat<i>es</i> of senaca"".",Octavo,,"<i>THE SIXT  TRAGEdie</i> ... entituled Troas, with diuers and sundrye addicions to the same.","<i>of the most graue and prudent</i> author Lucius, Anneus, Seneca, ... Newly set forth in Englishe by Iasper Heywood studient in Oxenforde.",,,"Anno domini. 1559. <i>Cum priuilegio ad imprimendum solum</i>. ",,"Imprinted at London in Fletestrete within Temple barre, at the signe of the hand and starre, by Richard Tottyll. <i>Cum priuilegio ad imprimendum solum</i>. [F3v]","""The epistle"" <i>to</i>: Elizabeth I, Queen; <i>from</i>: Jasper Heywood [A2r]",,"""The preface"" ""To the Readers"" [A3v]",,,,"""The speakers in this tragedie"" [A6v]",,"""The preface to the tragedie"" (prologue or argument) [A5r]","The sixth tragedy of the most grave and prudent author lucius annaeus seneca entitled troas with divers and sundry additions to the same newly set forth in english by jasper heywood student in oxford. Anno domini 1559 cum privilegio ad imprimendum solum","Closet Translation","Heywood, Jasper; Seneca",Tragedy,,"Tottell, Richard",,,,,"W.13 (Fleet St. - Middle Temple)"
42,,Troas,,1562,[1562?],1559,1559,1559,"Single-Play Playbook",None,28c,22228,,3,3,,Oc3,"3 octavos, 1 quarto in collection",44,,Yes,,Yes,Yes,Yes,,Yes,,Yes,,"c. Jan 14, 1559: Entered to Richard Tottell: ""a treat<i>es</i> of senaca"".",Octavo,,"THE SIXT <i>Tragedie</i> ... entituled Troas, with diuers & sundrie addicions to the same","<i>of the most graue</i> and prudent author Lucius, Anneus, Seneca, ... Newly set foorth in Englishe by Iasper Heywood, studient in Oxenforde.",,,"<i>Imprinted at London by Thomas Powell, for George Bucke</i>.",,,"""The epistle"" <i>to</i>: Elizabeth I, Queen; <i>from</i>: Jasper Heywood [A2r]",,"""The preface"" ""To the Readers"" [A3v]",,,,"""The speakers in this tragedie"" [A6v]",,"""The preface to the tragedie"" (prologue or argument) [A5r]","The sixth tragedy of the most grave and prudent author lucius annaeus seneca entitled troas with divers and sundry additions to the same newly set forth in english by jasper heywood student in oxford. Imprinted at london by thomas powell for george buck","Closet Translation","Heywood, Jasper; Seneca",Tragedy,,"Powell, Thomas","Buck, George",,,,
43,,Thyestes,,1560,1560,1560,1560,1560,"Single-Play Playbook",None,29a,22226,,1,1,,Oc1,"1 octavo, 1 quarto in collection",56,,Yes,,Yes,,Yes,,Yes,,,"""The translatour to the book"" (verses) [*3r]",,Octavo,"In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney identifies the printer of this edition as Richard Payne (Appendix K, 2:1054).","THE SECONDE TRAGEDIE ... entituled Thyestes ","OF Seneca ... faithfully Englished by Iasper Heywood fellowe of Alsolne College in Oxforde.",,,"IMPRINTED AT London  in Fletestrete in the hous late Thomas Berthelettes. Anno .1560. 26. die Martij.",,"<i>JMPRINTED AT</i> London in Fletestrete, in the house late Thomas Berthelettes. Cum priuilegio ad imprimendum solum. ANNO. M. D. LX. [E6v]","""The Epistle"" <i>to</i>: John Mason (<i>diplomat</i>); <i>from</i>: Jasper Heywood [*2r]",,"""The preface"" [*4v]",,,,"""The speakers"" [♣8v]",,,"The second tragedy of seneca entitled thyestes faithfully englished by jasper heywood fellow of all soul's college in oxford. Imprinted at london in fleet street in the house late thomas berthelet's anno 1560 26 die martii","Closet Translation","Heywood, Jasper; Seneca",Tragedy,,"Payne, Richard",,,,,"W.5 (Fleet St. - Conduit / Salisbury Court)"
44,,"Impatient Poverty",,1560,1560,1547,"1547 [c.1547-1558]",1560,"Single-Play Playbook",None,30a,14112.5,,1,1,,Q1,"2 quartos",18,,,,,,Yes,,Yes,,,,"Jun 10, 1560: Entered to John King: ""these Copyes ... impaciens poverte"".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... ympacient pou<i>er</i>tie"".",Quarto,,"A Newe Interlude of Impacyente pouerte ",,"Foure men may well and easelye playe thys Interlude. Peace and Coll hassarde and Cōscyence, for one man. Haboundaunce and mysrule for another man. Imapaciente pouerte, Prosperyte, and pouerte, for one man. Enuye and the sommer for another man.",,"newlye Imprynted. M.U.LX. ","Thus endeth the enterlute called Impacyente pouertye. [E2v]","Imprinted at London, in Paules Churche yearde at the Sygne of the Swane by Iohn Kynge. [E2v] ",,,,,,,"on title page [<i>A</i>1r]",,,"A new interlude of impatient poverty newly imprinted. MVLX four men may well and easily play this interlude peace and colhazard and conscience for one man abundance and misrule for another man impatient poverty prosperity and poverty for one man envy and the summoner for another man",Interlude,Anonymous,"Moral Interlude",,"King, John",,,,,"A.5 (Paul's Churchyard - Cheap Gate Area)"
45,,"Impatient Poverty",,1561,[1561?],1547,"1547 [c.1547-1558]",1560,"Single-Play Playbook",None,30b,14113,,2,2,,Q2,"2 quartos","18 (?) [imperfect copy]","Three woodcuts of figures on title page, with blank labels",,,,,Yes,,Yes,,,,"Jun 10, 1560: Entered to John King: ""these Copyes ... impaciens poverte"".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): ""Plaiebookes ... ympacient pou<i>er</i>tie"".",Quarto,"Imperfect copy: lacks everything after gathering D, presumably two leaves of E.","A new enterlude of Impacient pouerte",,"Foure men may well and easely playe it. Peace, Coll hassarde and Concience for one man. Haboundaunce and Mysrule for a nother man. Imapacient pouerte, Prosperyte, & pouerte, for one. Enuy and the Somner for a nother man.",,"newly Imprynted.",,,,,,,,,"on title page [A1r]",,,"A new interlude of impatient poverty newly imprinted. four men may well and easily play it peace and colhazard and conscience for one man abundance and misrule for another man impatient poverty prosperity and poverty for one envy and the summoner for another man",Interlude,Anonymous,"Moral Interlude",,"Copland, William",,,,,
